Topic Owner, Subscription ID, Protocol, Endpoint, Subscriber (Account ID)
arn:aws:sns:us-east-1:624704405165:awsconfigsnsnotify,arn:aws:sns:us-east-1:624704405165:awsconfigsnsnotify:2a9d5541-f525-4e12-a919-0f562aa67bb4,lambda,arn:aws:lambda:us-east-1:624704405165:function:configchange,624704405165
